address_type,agency,agency_name,bbl,borough,city,closed_date,community_board,complaint_type,created_date,cross_street_1,cross_street_2,descriptor,facility_type,incident_address,incident_zip,intersection_street_1,intersection_street_2,landmark,latitude,location,location_address,location_city,location_state,location_type,location_zip,longitude,open_data_channel_type,park_borough,park_facility_name,resolution_action_updated_date,resolution_description,status,street_name,taxi_pick_up_location,unique_key,x_coordinate_state_plane,y_coordinate_state_plane
INTERSECTION,DOT,Department of Transportation,,BROOKLYN,BROOKLYN,2019-08-12T08:31:00.000,12 BROOKLYN,Street Condition,2019-08-11T14:41:09.000,,,Pothole,,,11204.0,49 STREET,OLD NEW UTRECHT ROAD,,40.62928956642549,"{'type': 'Point', 'coordinates': [-73.98261370299753, 40.62928956642549]}",,,,,,-73.98261370299753,UNKNOWN,BROOKLYN,Unspecified,2019-08-12T08:31:00.000,The Department of Transportation inspected this complaint and repaired the problem.,Closed,,,43528087,989076.0,168544.0
ADDRESS,DOB,Department of Buildings,3019280060.0,BROOKLYN,BROOKLYN,2019-10-11T00:00:00.000,03 BROOKLYN,General Construction/Plumbing,2019-08-11T14:41:19.000,,,Construction - Change Grade/Watercourse,,974 BEDFORD AVENUE,11205.0,,,,40.69166016400386,"{'type': 'Point', 'coordinates': [-73.95557406679858, 40.69166016400386]}",,,,,,-73.95557406679858,UNKNOWN,BROOKLYN,Unspecified,2019-10-11T00:00:00.000,"The Department of Buildings attempted to investigate this complaint twice but could not gain access to the location. If the problem still exists, please call 311 and file a new complaint with additional access information. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",Closed,BEDFORD AVENUE,,43522889,996570.0,191270.0
,NYPD,New York City Police Department,1020040008.0,MANHATTAN,NEW YORK,2019-08-11T15:09:03.000,09 MANHATTAN,Noise - Street/Sidewalk,2019-08-11T14:41:34.000,12 AVENUE,AMTRAK-NORTHEAST LINE,Loud Talking,,712 WEST  125 STREET,10027.0,12 AVENUE,AMTRAK-NORTHEAST LINE,WEST  125 STREET,40.81839792736031,"{'type': 'Point', 'coordinates': [-73.96077147463014, 40.81839792736031]}",,,,Street/Sidewalk,,-73.96077147463014,MOBILE,MANHATTAN,Unspecified,2019-08-11T19:09:10.000,The Police Department responded to the complaint and with the information available observed no evid,Closed,WEST  125 STREET,,43522090,995108.0,237444.0
ADDRESS,DOT,Department of Transportation,3053660058.0,BROOKLYN,BROOKLYN,2019-08-12T08:58:00.000,12 BROOKLYN,Street Condition,2019-08-11T14:41:52.000,15 AVENUE,16 AVENUE,Pothole,,1541 39 STREET,11218.0,,,,40.637394656524265,"{'type': 'Point', 'coordinates': [-73.98091814903269, 40.637394656524265]}",,,,,,-73.98091814903269,UNKNOWN,BROOKLYN,Unspecified,2019-08-12T08:58:00.000,The Department of Transportation inspected this complaint and repaired the problem.,Closed,39 STREET,,43534103,989546.0,171497.0
ADDRESS,DEP,Department of Environmental Protection,3025110021.0,BROOKLYN,BROOKLYN,,01 BROOKLYN,Lead,2019-08-11T14:42:00.000,GREEN ST,FREEMAN ST,Lead Kit Request (Residential) (L10),N/A,205 FRANKLIN STREET,11222.0,,,,40.73388384463372,"{'type': 'Point', 'coordinates': [-73.95826295511944, 40.73388384463372]}",,,,,,-73.95826295511944,UNKNOWN,BROOKLYN,Unspecified,,,Open,FRANKLIN STREET,,43519133,995817.0,206653.0
ADDRESS,DHS,Department of Homeless Services,1004220072.0,MANHATTAN,NEW YORK,2019-08-14T10:31:05.000,03 MANHATTAN,Homeless Person Assistance,2019-08-11T14:42:00.000,STANTON STREET,EAST HOUSTON STREET,N/A,,198 FORSYTH STREET,10002.0,STANTON STREET,EAST HOUSTON STREET,FORSYTH STREET,40.72251951050617,"{'type': 'Point', 'coordinates': [-73.99072828644132, 40.72251951050617]}",,,,,,-73.99072828644132,MOBILE,MANHATTAN,N/A,2019-08-11T18:12:53.000,,Closed,FORSYTH STREET,,43519594,986820.0,202510.0
ADDRESS,DEP,Department of Environmental Protection,2027740349.0,BRONX,BRONX,2019-08-13T16:52:00.000,02 BRONX,Water Conservation,2019-08-11T14:42:00.000,COSTER ST,FAILE ST,Illegal Use Of A Hydrant (CIN),,1281 VIELE AVENUE,10474.0,,,,40.80672085856522,"{'type': 'Point', 'coordinates': [-73.88525733910188, 40.80672085856522]}",,,,,,-73.88525733910188,UNKNOWN,BRONX,Unspecified,2019-08-13T16:52:00.000,The Department of Environmental Protection researched this complaint and determined that it could be closed.,Closed,VIELE AVENUE,,43520267,1016015.0,233208.0
ADDRESS,DEP,Department of Environmental Protection,4126050005.0,QUEENS,Saint Albans,2019-08-24T11:10:00.000,12 QUEENS,Water System,2019-08-11T14:42:00.000,190 ST,192 ST,Leak (Use Comments) (WA2),,190-12 118 AVENUE,11412.0,,,,40.6907739077958,"{'type': 'Point', 'coordinates': [-73.76021464477931, 40.6907739077958]}",,,,,,-73.76021464477931,UNKNOWN,QUEENS,Unspecified,2019-08-24T11:10:00.000,The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,Closed,118 AVENUE,,43522161,1050747.0,191035.0
,NYPD,New York City Police Department,,BROOKLYN,,2019-08-13T02:59:16.000,17 BROOKLYN,Abandoned Vehicle,2019-08-11T14:42:04.000,EAST   56 STREET,WHITTY LANE,With License Plate,,EAST   56 STREET,11203.0,EAST   56 STREET,WHITTY LANE,,40.64049427647823,"{'type': 'Point', 'coordinates': [-73.92337357607731, 40.64049427647823]}",,,,Street/Sidewalk,,-73.92337357607731,MOBILE,BROOKLYN,Unspecified,2019-08-13T06:59:18.000,The Police Department responded to the complaint and took action to fix the condition.,Closed,EAST   56 STREET,,43519015,1005516.0,172635.0
,NYPD,New York City Police Department,1004160001.0,MANHATTAN,NEW YORK,2019-08-12T03:06:46.000,03 MANHATTAN,Illegal Parking,2019-08-11T14:42:40.000,RIVINGTON STREET,STANTON STREET,Posted Parking Sign Violation,,200 ELDRIDGE STREET,10002.0,RIVINGTON STREET,STANTON STREET,ELDRIDGE STREET,40.721133382997756,"{'type': 'Point', 'coordinates': [-73.99042904883964, 40.721133382997756]}",,,,Street/Sidewalk,,-73.99042904883964,MOBILE,MANHATTAN,Unspecified,2019-08-12T07:06:49.000,The Police Department responded to the complaint and with the information available observed no evid,Closed,ELDRIDGE STREET,,43522797,986903.0,202005.0
,NYPD,New York City Police Department,2041320026.0,BRONX,BRONX,2019-08-12T01:56:04.000,11 BRONX,Noise - Residential,2019-08-11T14:43:06.000,MORRIS PARK AVENUE,RHINELANDER AVENUE,Banging/Pounding,,1819 WILLIAMSBRIDGE ROAD,10461.0,MORRIS PARK AVENUE,RHINELANDER AVENUE,WILLIAMSBRIDGE ROAD,40.85084521950213,"{'type': 'Point', 'coordinates': [-73.85180368452308, 40.85084521950213]}",,,,Residential Building/House,,-73.85180368452308,PHONE,BRONX,Unspecified,2019-08-12T05:56:09.000,The Police Department responded to the complaint and determined that police action was not necessary,Closed,WILLIAMSBRIDGE ROAD,,43521721,1025249.0,249298.0
,NYPD,New York City Police Department,1002257501.0,MANHATTAN,NEW YORK,2019-08-11T15:04:22.000,01 MANHATTAN,Illegal Parking,2019-08-11T14:43:11.000,DESBROSSES STREET,WATTS STREET,Blocked Sidewalk,,463 GREENWICH STREET,10013.0,DESBROSSES STREET,WATTS STREET,GREENWICH STREET,40.72373267736884,"{'type': 'Point', 'coordinates': [-74.00947030783693, 40.72373267736884]}",,,,Street/Sidewalk,,-74.00947030783693,MOBILE,MANHATTAN,Unspecified,2019-08-11T19:04:25.000,The Police Department responded to the complaint and with the information available observed no evid,Closed,GREENWICH STREET,,43525110,981625.0,202952.0
,NYPD,New York City Police Department,2031950022.0,BRONX,BRONX,2019-08-11T16:11:25.000,05 BRONX,Noise - Vehicle,2019-08-11T14:43:48.000,CLINTON PLACE,WEST  182 STREET,Car/Truck Music,,2185 DAVIDSON AVENUE,10453.0,CLINTON PLACE,WEST  182 STREET,DAVIDSON AVENUE,40.85720652152245,"{'type': 'Point', 'coordinates': [-73.90578646581399, 40.85720652152245]}",,,,Street/Sidewalk,,-73.90578646581399,ONLINE,BRONX,Unspecified,2019-08-11T20:11:27.000,The Police Department responded and upon arrival those responsible for the condition were gone.,Closed,DAVIDSON AVENUE,,43519995,1010312.0,251595.0
ADDRESS,DHS,Department of Homeless Services,,MANHATTAN,,2019-08-14T10:31:04.000,05 MANHATTAN,Homeless Person Assistance,2019-08-11T14:44:06.000,7 AVENUE,WEST   58 STREET,N/A,,7 AVENUE,10019.0,7 AVENUE,WEST   58 STREET,,40.76619801677359,"{'type': 'Point', 'coordinates': [-73.97954553226921, 40.76619801677359]}",,,,,,-73.97954553226921,PHONE,MANHATTAN,Unspecified,2019-08-11T17:21:38.000,,Closed,7 AVENUE,,43524298,989916.0,218424.0
ADDRESS,HPD,Department of Housing Preservation and Development,2024340015.0,BRONX,BRONX,2019-08-16T13:31:38.000,04 BRONX,FLOORING/STAIRS,2019-08-11T14:44:15.000,,,FLOOR,,1142 COLLEGE AVENUE,10456.0,,,,40.83114668272803,"{'type': 'Point', 'coordinates': [-73.91432246540302, 40.83114668272803]}",,,,RESIDENTIAL BUILDING,,-73.91432246540302,PHONE,BRONX,Unspecified,2019-08-16T13:31:38.000,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd.,Closed,COLLEGE AVENUE,,43524914,1007960.0,242098.0
ADDRESS,DOB,Department of Buildings,1004930017.0,MANHATTAN,NEW YORK,2019-08-12T00:00:00.000,02 MANHATTAN,General Construction/Plumbing,2019-08-11T14:44:21.000,,,Building Permit - None,,20 PRINCE STREET,10012.0,,,,40.72282441688227,"{'type': 'Point', 'coordinates': [-73.99442251567142, 40.72282441688227]}",,,,,,-73.99442251567142,UNKNOWN,MANHATTAN,Unspecified,2019-08-12T00:00:00.000,The Department of Buildings investigated this complaint and issued an Office of Administrative Trials and Hearings (OATH) summons.,Closed,PRINCE STREET,,43525063,985796.0,202621.0
,DPR,Department of Parks and Recreation,3065280015.0,BROOKLYN,BROOKLYN,2019-09-05T08:59:54.000,12 BROOKLYN,Overgrown Tree/Branches,2019-08-11T14:44:52.000,AVENUE J,AVENUE K,Blocking Street,,1034 EAST    8 STREET,11230.0,AVENUE J,AVENUE K,EAST    8 STREET,40.623805056967306,"{'type': 'Point', 'coordinates': [-73.96791039999496, 40.623805056967306]}",,,,Street,,-73.96791039999496,UNKNOWN,BROOKLYN,Unspecified,2019-09-05T13:00:02.000,The Department of Parks and Recreation has determined that the issue will be addressed in the next p,Closed,EAST    8 STREET,,43521580,993158.0,166547.0
,NYPD,New York City Police Department,3066270028.0,BROOKLYN,BROOKLYN,2019-08-11T21:55:39.000,11 BROOKLYN,Blocked Driveway,2019-08-11T14:44:53.000,AVENUE P,QUENTIN ROAD,No Access,,1652 WEST    4 STREET,11223.0,AVENUE P,QUENTIN ROAD,WEST    4 STREET,40.60713272736379,"{'type': 'Point', 'coordinates': [-73.97756305792156, 40.60713272736379]}",,,,Street/Sidewalk,,-73.97756305792156,PHONE,BROOKLYN,Unspecified,2019-08-12T01:55:45.000,The Police Department responded and upon arrival those responsible for the condition were gone.,Closed,WEST    4 STREET,,43520729,990480.0,160472.0
ADDRESS,DSNY,A - Brooklyn,3012580012.0,BROOKLYN,BROOKLYN,2019-08-12T12:00:00.000,08 BROOKLYN,Dirty Conditions,2019-08-11T14:45:00.000,ST JOHNS PLACE,LINCOLN PLACE,E3 Dirty Sidewalk,N/A,253 KINGSTON AVENUE,11213.0,,,,40.67106010409758,"{'type': 'Point', 'coordinates': [-73.94202980529899, 40.67106010409758]}",,,,Sidewalk,,-73.94202980529899,ONLINE,BROOKLYN,Unspecified,2019-08-12T12:00:00.000,The Department of Sanitation investigated this complaint and found no violation at the location.,Closed,KINGSTON AVENUE,,43529649,1000331.0,183767.0
ADDRESS,DSNY,BCC - Queens East,4155440057.0,QUEENS,Far Rockaway,2019-08-16T12:00:00.000,14 QUEENS,Missed Collection (All Materials),2019-08-11T14:45:00.000,BEND,CENTRAL AVENUE,1RG Missed Recycling Paper,DSNY Garage,11-31 NAMEOKE STREET,11691.0,,,,40.604992784451476,"{'type': 'Point', 'coordinates': [-73.74952786306969, 40.604992784451476]}",,,,Sidewalk,,-73.74952786306969,ONLINE,QUEENS,Unspecified,2019-08-16T12:00:00.000,The Department of Sanitation picked up the items and determined that the missed collection complaint was not warranted.,Closed,NAMEOKE STREET,,43533114,1053800.0,159791.0
ADDRESS,DOHMH,Department of Health and Mental Hygiene,2025120069.0,BRONX,BRONX,2019-10-03T16:21:05.000,04 BRONX,Rodent,2019-08-11T14:46:09.000,WEST  164 STREET,WEST  165 STREET,Mouse Sighting,,1045 WOODYCREST AVENUE,10452.0,WEST  164 STREET,WEST  165 STREET,WOODYCREST AVENUE,40.83348588944474,"{'type': 'Point', 'coordinates': [-73.92735402964225, 40.83348588944474]}",,,,3+ Family Apt. Building,,-73.92735402964225,MOBILE,BRONX,Unspecified,2019-08-11T14:47:53.000,,Closed,WOODYCREST AVENUE,,43519671,1004353.0,242947.0
,NYPD,New York City Police Department,2037570061.0,BRONX,BRONX,2019-08-11T17:25:22.000,09 BRONX,Blocked Driveway,2019-08-11T14:46:24.000,WATSON AVENUE,GLEASON AVENUE,No Access,,1111A UNDERHILL AVENUE,10472.0,WATSON AVENUE,GLEASON AVENUE,UNDERHILL AVENUE,40.8287654824148,"{'type': 'Point', 'coordinates': [-73.86183678570386, 40.8287654824148]}",,,,Street/Sidewalk,,-73.86183678570386,PHONE,BRONX,Unspecified,2019-08-11T21:25:29.000,The Police Department responded to the complaint and with the information available observed no evid,Closed,UNDERHILL AVENUE,,43522822,1022486.0,241249.0
,DOHMH,Department of Health and Mental Hygiene,4097650041.0,QUEENS,JAMAICA,,12 QUEENS,Food Establishment,2019-08-11T14:46:45.000,HILLSIDE AVENUE,88 AVENUE,Food Contains Foreign Object,,87-77 PARSONS BOULEVARD,11432.0,HILLSIDE AVENUE,88 AVENUE,PARSONS BOULEVARD,40.707311975924526,"{'type': 'Point', 'coordinates': [-73.80253935389064, 40.707311975924526]}",,,,Restaurant/Bar/Deli/Bakery,,-73.80253935389064,ONLINE,QUEENS,Unspecified,2019-08-12T14:24:56.000,The Department of Health and Mental Hygiene has received and processed your complaint. All restauran,In Progress,PARSONS BOULEVARD,,43520937,1038996.0,197031.0
ADDRESS,DHS,Department of Homeless Services,3058720003.0,BROOKLYN,BROOKLYN,2019-08-14T10:31:03.000,10 BROOKLYN,Homeless Person Assistance,2019-08-11T14:46:47.000,BAY RIDGE AVENUE,OVINGTON AVENUE,N/A,,6927 3 AVENUE,11209.0,BAY RIDGE AVENUE,OVINGTON AVENUE,3 AVENUE,40.635444469049474,"{'type': 'Point', 'coordinates': [-74.02614310145555, 40.635444469049474]}",,,,,,-74.02614310145555,MOBILE,BROOKLYN,Unspecified,2019-08-11T16:26:09.000,,Closed,3 AVENUE,,43520576,976994.0,170787.0
,NYPD,New York City Police Department,,MANHATTAN,,2019-08-11T19:31:07.000,04 MANHATTAN,Noise - Residential,2019-08-11T14:47:19.000,9 AVENUE,WEST   16 STREET,Loud Music/Party,,9 AVENUE,10011.0,9 AVENUE,WEST   16 STREET,,40.74228477603876,"{'type': 'Point', 'coordinates': [-74.00441709886807, 40.74228477603876]}",,,,,,-74.00441709886807,PHONE,MANHATTAN,Unspecified,2019-08-11T23:31:12.000,The Police Department responded to the complaint and took action to fix the condition.,Closed,9 AVENUE,,43520531,983026.0,209711.0
ADDRESS,DOB,Department of Buildings,3041500015.0,BROOKLYN,BROOKLYN,2019-11-02T00:00:00.000,05 BROOKLYN,Building/Use,2019-08-11T14:47:24.000,,,Illegal Conversion Of Residential Building/Space,,263 LINCOLN AVENUE,11208.0,,,,40.68362095922593,"{'type': 'Point', 'coordinates': [-73.8693053882341, 40.68362095922593]}",,,,,,-73.8693053882341,UNKNOWN,BROOKLYN,Unspecified,2019-11-02T00:00:00.000,"The Department of Buildings attempted to investigate this complaint twice but could not gain access to the location. If the problem still exists, please call 311 and file a new complaint with additional access information. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",Closed,LINCOLN AVENUE,,43522273,1020498.0,188365.0
ADDRESS,DOB,Department of Buildings,4031680013.0,QUEENS,Rego Park,2019-10-10T00:00:00.000,06 QUEENS,Elevator,2019-08-11T14:47:47.000,,,Elevator - Multiple Devices On Property,,98-30 67 AVENUE,11374.0,,,,40.72502241781684,"{'type': 'Point', 'coordinates': [-73.8550310677977, 40.72502241781684]}",,,,,,-73.8550310677977,UNKNOWN,QUEENS,Unspecified,2019-10-10T00:00:00.000,The Department of Buildings investigated this complaint and determined that no further action was necessary.,Closed,67 AVENUE,,43520870,1024432.0,203455.0
INTERSECTION,DOT,Department of Transportation,,QUEENS,Oakland Gardens,2019-08-12T13:40:00.000,11 QUEENS,Street Condition,2019-08-11T14:47:49.000,,,Pothole,,,11364.0,53 AVENUE,213 STREET,,40.751984173999304,"{'type': 'Point', 'coordinates': [-73.76649462782528, 40.751984173999304]}",,,,,,-73.76649462782528,UNKNOWN,QUEENS,Unspecified,2019-08-12T13:40:00.000,The Department of Transportation inspected this complaint and repaired the problem.,Closed,,,43529852,1048946.0,213331.0
ADDRESS,DOB,Department of Buildings,3028960022.0,BROOKLYN,BROOKLYN,2019-10-03T00:00:00.000,01 BROOKLYN,General Construction/Plumbing,2019-08-11T14:47:56.000,,,Building Permit - None,,365 VANDERVOORT AVENUE,11211.0,,,,40.71774209489739,"{'type': 'Point', 'coordinates': [-73.93495114006025, 40.71774209489739]}",,,,,,-73.93495114006025,UNKNOWN,BROOKLYN,Unspecified,2019-10-03T00:00:00.000,,Closed,VANDERVOORT AVENUE,,43522257,1002282.0,200776.0
ADDRESS,DSNY,Queens West 04,4029070036.0,QUEENS,Elmhurst,2019-08-11T14:48:00.000,04 QUEENS,Derelict Vehicles,2019-08-11T14:48:00.000,54 AVENUE,DEAD END,14 Derelict Vehicles,N/A,54-78 82 STREET,11373.0,,,,40.730881074559974,"{'type': 'Point', 'coordinates': [-73.88272152426617, 40.730881074559974]}",,,,Street,,-73.88272152426617,ONLINE,QUEENS,Unspecified,2019-08-11T14:48:00.000,The Department of Sanitation removed the items.,Closed,82 STREET,,43530471,1016754.0,205578.0
,NYPD,New York City Police Department,3035320030.0,BROOKLYN,BROOKLYN,2019-08-11T21:44:18.000,16 BROOKLYN,Noise - Vehicle,2019-08-11T14:48:14.000,SUTTER AVENUE,BLAKE AVENUE,Car/Truck Music,,104 TAPSCOTT STREET,11212.0,SUTTER AVENUE,BLAKE AVENUE,TAPSCOTT STREET,40.665247425661455,"{'type': 'Point', 'coordinates': [-73.92035694809982, 40.665247425661455]}",,,,,,-73.92035694809982,PHONE,BROOKLYN,Unspecified,2019-08-12T01:44:22.000,The Police Department responded to the complaint and with the information available observed no evid,Closed,TAPSCOTT STREET,,43521444,1006345.0,181654.0
,DOT,Department of Transportation,3026910084.0,BROOKLYN,BROOKLYN,,01 BROOKLYN,Sidewalk Condition,2019-08-11T14:48:43.000,DRIGGS AVENUE,NASSAU AVENUE,Broken Sidewalk,,608 MORGAN AVENUE,11222.0,DRIGGS AVENUE,NASSAU AVENUE,MORGAN AVENUE,40.725097857499634,"{'type': 'Point', 'coordinates': [-73.93963772248485, 40.725097857499634]}",,,,Sidewalk,,-73.93963772248485,MOBILE,BROOKLYN,Unspecified,,,In Progress,MORGAN AVENUE,,43520277,1000981.0,203455.0
INTERSECTION,DSNY,BCC - Brooklyn North,,BROOKLYN,,2019-08-11T14:49:00.000,17 BROOKLYN,Derelict Vehicles,2019-08-11T14:49:00.000,EAST 56 STREET,WHITTY LANE,14 Derelict Vehicles,DSNY Garage,EAST 56 STREET,,EAST 56 STREET,EAST 56 STREET,,,,,,,Street,,,MOBILE,BROOKLYN,Unspecified,2019-08-11T14:49:00.000,The Department of Sanitation removed the items.,Closed,EAST 56 STREET,,43525425,,
ADDRESS,DSNY,Queens West 04,4029070036.0,QUEENS,Elmhurst,2019-08-11T14:49:00.000,04 QUEENS,Derelict Vehicles,2019-08-11T14:49:00.000,54 AVENUE,DEAD END,14 Derelict Vehicles,N/A,54-78 82 STREET,11373.0,,,,40.730881074559974,"{'type': 'Point', 'coordinates': [-73.88272152426617, 40.730881074559974]}",,,,Street,,-73.88272152426617,ONLINE,QUEENS,Unspecified,2019-08-11T14:49:00.000,The Department of Sanitation removed the items.,Closed,82 STREET,,43525432,1016754.0,205578.0
ADDRESS,HPD,Department of Housing Preservation and Development,2031030061.0,BRONX,BRONX,2019-08-15T11:43:48.000,06 BRONX,HEAT/HOT WATER,2019-08-11T14:49:08.000,,,APARTMENT ONLY,,2297 CROTONA AVENUE,10458.0,,,,40.85207660403886,"{'type': 'Point', 'coordinates': [-73.88456821229892, 40.85207660403886]}",,,,RESIDENTIAL BUILDING,,-73.88456821229892,ONLINE,BRONX,Unspecified,2019-08-15T11:43:48.000,"The Department of Housing Preservation and Development responded to a complaint of no heat or hot water and was advised by a tenant in the building that heat and hot water had been restored. If the condition still exists, please file a new complaint.",Closed,CROTONA AVENUE,,43524524,1016184.0,249733.0
